sale_item_id,sale_id,product_id,quantity,unit_price
491,294,208,1,2259300.0
492,294,27,1,1656700.0
493,294,154,1,3073300.0
494,294,132,2,2751900.0
495,295,34,2,362700.0
496,295,161,1,1730000.0
497,296,110,1,1726300.0
498,297,5,1,4593800.0
499,298,183,1,3841100.0
500,299,201,1,5839300.0
501,299,252,1,983500.0
502,300,255,1,4201500.0
503,301,121,1,1278100.0
504,302,76,1,2251000.0
505,302,56,1,1283600.0
506,302,230,1,1162500.0
507,303,201,1,5657400.0
508,304,69,1,2613700.0
509,305,172,1,6933300.0
510,306,191,1,4309800.0
511,307,271,3,2707700.0
512,308,209,1,5434200.0
513,309,20,1,2840900.0
514,309,118,1,1952400.0
515,310,214,1,3663200.0
516,310,9,1,4681400.0
517,310,257,1,5623500.0
518,311,280,1,3272100.0
519,312,150,1,2107300.0
520,313,40,1,1057500.0
521,313,80,1,4011800.0
522,314,143,1,5720600.0
523,315,84,1,740300.0
524,315,75,1,1506800.0
525,315,176,1,2669400.0
526,315,83,1,1623800.0
527,316,35,1,1626300.0
528,316,117,1,1786600.0
529,317,9,1,4579600.0
530,317,191,1,4536600.0
531,318,283,1,863600.0
532,319,154,1,3212300.0
533,320,154,1,3032100.0
534,321,171,1,1607200.0
535,321,163,1,6781600.0
536,321,64,1,384900.0
537,321,94,1,577400.0
538,322,160,1,1031000.0
539,322,216,1,1741000.0
540,322,48,2,864800.0
541,323,172,1,6838400.0
542,324,261,2,5516000.0
543,324,123,1,2165100.0
544,325,150,1,2177600.0
545,325,177,1,3403600.0
546,326,130,1,2107600.0
547,327,203,2,7859700.0
548,327,69,1,2500100.0
549,328,189,2,2223500.0
550,328,167,1,1883600.0
551,329,141,1,2457900.0
552,330,73,1,1126500.0
553,330,146,1,541600.0
554,330,144,1,3820900.0
555,331,121,1,1243700.0
556,332,265,1,6711200.0
557,333,295,1,824300.0
558,333,272,1,3537700.0
559,333,94,1,569900.0
560,334,129,1,1395300.0
561,334,140,1,5290600.0
562,335,242,1,706600.0
563,336,240,1,1665400.0
564,337,210,1,9189900.0
565,338,275,1,5046000.0
566,338,124,1,951700.0
567,339,295,1,798100.0
568,340,89,1,6642300.0
569,341,105,1,1808200.0
570,342,216,1,1814900.0
571,343,300,2,2289000.0
572,344,110,2,1721100.0
573,345,65,2,6630900.0
574,346,93,1,359700.0
575,347,134,1,4413100.0
576,348,217,1,1984700.0
577,349,13,1,1126900.0
578,349,16,1,5265000.0
579,350,14,1,697200.0
580,350,77,2,5144600.0
581,350,181,1,8480000.0
582,350,161,1,1769300.0
583,351,148,1,4071900.0
584,351,257,1,5417400.0
585,352,46,1,5106800.0
586,352,186,1,1626900.0
587,353,296,1,7336700.0
588,354,9,1,4678900.0
589,355,271,1,2698600.0
590,356,265,1,6491700.0
591,356,100,1,644300.0
592,356,194,1,709800.0
593,357,125,1,460700.0
594,358,150,1,2174100.0
595,358,200,1,689200.0
596,359,12,1,805300.0
597,360,124,1,943000.0
598,361,30,3,4320800.0
599,362,73,1,1081800.0
600,363,102,1,2250800.0
601,364,200,1,709500.0
602,364,49,1,1854800.0
603,364,237,1,521300.0
604,364,257,1,5412800.0
605,365,126,1,1681300.0
606,365,194,1,693500.0
607,365,171,2,1563300.0
608,366,160,1,1064500.0
609,367,72,1,4700200.0
610,367,209,2,5321500.0
611,367,100,1,631700.0
612,368,67,1,1411500.0
613,368,267,1,779000.0
614,369,66,1,2385500.0
615,370,14,1,695400.0
616,370,198,2,2423700.0
617,370,79,2,825400.0
618,371,288,1,1246600.0
619,372,100,1,654600.0
620,372,176,1,2756200.0
621,372,153,1,852600.0
622,372,122,1,2558400.0
623,373,290,1,1253500.0
624,374,216,1,1826000.0
625,374,294,1,3238300.0
626,375,292,1,1961300.0
627,375,128,1,1001400.0
628,376,115,1,4096100.0
629,376,151,1,7665600.0
630,377,16,1,5134400.0
631,377,227,1,1008200.0
632,378,288,1,1299000.0
633,379,282,1,312400.0
634,380,177,1,3473100.0
635,380,209,1,5307500.0
636,381,129,1,1376400.0
637,381,99,1,1929500.0
638,382,264,1,1338200.0
639,382,223,1,8248600.0
640,383,14,1,718200.0
641,383,25,1,2205000.0
642,383,34,1,380400.0
643,383,193,1,9801700.0
644,384,144,1,3921300.0
645,385,211,1,375100.0
646,385,67,1,1342200.0
647,386,204,2,718300.0
648,387,88,1,1159700.0
649,388,84,1,715200.0
650,389,230,1,1192600.0
651,390,49,3,1823100.0
652,390,221,1,2342400.0
653,390,142,1,5293600.0
654,390,146,1,521900.0
655,391,275,1,4872100.0
656,392,119,1,2876000.0
657,392,277,1,1449100.0
658,393,279,1,937300.0
659,393,220,1,2222400.0
660,394,2,1,5870200.0
661,395,188,1,2249600.0
662,395,8,1,1087200.0
663,396,21,1,5130800.0
664,396,286,1,5321500.0
665,396,274,1,1868800.0
666,396,138,1,5425500.0
667,397,260,1,3929800.0
668,397,150,1,2161500.0
669,398,19,1,583300.0
670,399,14,1,725300.0
671,399,232,2,748400.0
672,400,79,1,794600.0
673,401,96,1,3018200.0
674,402,64,1,388100.0
675,403,151,1,7521700.0
676,404,294,1,3130800.0
677,404,53,1,360300.0
678,404,175,1,1298900.0
679,405,176,1,2723000.0
680,405,272,1,3517600.0
681,406,198,2,2474300.0
682,407,263,2,1161800.0
683,407,296,1,7534900.0
684,407,39,1,3732600.0
685,408,233,1,1533800.0
686,409,230,1,1213000.0
687,409,163,1,7111800.0
688,410,63,1,7141300.0
689,410,269,1,2070800.0
690,410,243,1,631500.0
691,411,220,1,2202000.0
692,411,214,1,3614700.0
693,412,144,1,3794700.0
694,413,43,1,1517700.0
695,413,220,1,2164300.0
696,413,171,1,1581100.0
697,414,167,1,1853000.0
698,414,163,1,6775300.0
699,415,252,1,1009000.0
700,416,4,1,1002100.0
701,417,55,1,1647200.0
702,417,69,1,2521600.0
703,418,213,1,4994600.0
704,419,91,1,661800.0
705,419,93,1,370900.0
706,420,262,1,1107800.0
707,420,233,1,1468900.0
708,421,112,1,4936300.0
709,421,290,2,1319300.0
710,422,300,1,2211500.0
711,423,277,1,1428900.0
712,423,105,1,1779900.0
713,423,164,1,1885300.0
714,424,296,1,7518100.0
715,424,256,1,2990000.0
716,424,60,1,603800.0
717,425,110,1,1723000.0
718,425,252,1,1008300.0
719,426,28,1,1364900.0
720,427,225,1,927100.0
721,427,179,1,3188600.0
722,427,108,1,7264200.0
723,428,294,1,3094100.0
724,428,165,1,3320400.0
725,429,48,1,848900.0
726,429,156,1,1140800.0
727,430,75,1,1430700.0
728,430,204,1,726400.0
729,430,25,2,2293400.0
730,430,78,1,6461100.0
731,431,17,1,4691200.0
732,432,221,1,2382800.0
733,432,195,1,5516800.0
734,433,286,1,5272400.0
735,434,100,1,661200.0
736,434,188,1,2276700.0
737,434,180,1,2600300.0
738,435,61,1,589500.0
739,435,73,1,1100000.0
740,435,142,1,5436500.0
741,435,98,1,1329700.0
742,436,286,1,5096700.0
743,437,145,1,1546100.0
744,438,186,2,1629600.0
745,439,191,2,4348300.0
746,439,146,1,521800.0
747,439,218,1,1460900.0
748,439,89,1,6566100.0
749,440,205,1,1625100.0
750,441,55,1,1644000.0
751,442,237,1,503800.0
752,443,13,1,1128000.0
753,443,9,1,4610400.0
754,444,102,3,2342200.0
755,445,181,1,8614900.0
756,446,13,1,1169900.0
757,447,283,1,875100.0
758,447,35,1,1604900.0
759,448,257,1,5599100.0
760,449,225,1,932100.0
761,450,26,1,628500.0
762,451,292,2,2011300.0
763,452,264,1,1337900.0
764,453,133,1,920600.0
765,453,49,1,1904200.0
766,454,276,1,1349400.0
767,455,183,1,3993100.0
768,456,215,1,4019800.0
769,457,81,1,1348700.0
770,458,297,1,3152000.0
771,458,245,1,2031300.0
772,459,91,1,678100.0
773,459,250,1,1286400.0
774,460,216,1,1760100.0
775,460,145,1,1516300.0
776,460,193,1,9801600.0
777,461,125,1,451300.0
778,462,117,1,1742200.0
779,462,22,1,1074100.0
780,463,38,1,2745900.0
781,464,110,1,1681900.0
782,465,12,2,796200.0
783,465,85,1,1214500.0
784,465,185,1,3096200.0
785,466,248,1,5089600.0
786,467,2,1,5870900.0
787,467,206,1,660500.0
788,467,237,1,519400.0
789,468,128,1,992400.0
790,468,298,1,3520400.0
791,469,64,1,384100.0
792,470,37,1,950300.0
793,471,297,1,3214000.0
794,472,129,2,1425700.0
795,472,92,1,5254800.0
796,472,25,2,2280400.0
797,472,151,1,7605500.0
798,473,251,1,243400.0
799,473,227,1,1005800.0
800,473,175,1,1314400.0
801,474,67,1,1358300.0
802,474,95,1,1157300.0
803,474,215,1,3989600.0
804,475,232,1,785700.0
805,476,144,1,3740200.0
806,477,265,2,6607000.0
807,478,7,1,328700.0
808,478,140,1,5077200.0
809,479,246,1,3223000.0
810,480,264,1,1311000.0
811,480,90,1,2308900.0
812,480,159,1,5229200.0
813,480,66,1,2399800.0
814,481,40,2,1014500.0
815,481,58,1,490900.0
816,481,72,1,4670400.0
817,482,86,1,1422300.0
818,482,251,1,251000.0
819,483,199,1,1542700.0
820,483,127,1,948000.0
821,484,118,1,1953300.0
822,485,177,1,3471700.0
823,485,89,2,6653300.0
824,485,143,1,5881500.0
825,486,165,1,3407500.0
826,487,271,1,2751200.0
827,487,264,1,1314200.0
828,488,19,1,597900.0
829,489,84,1,735000.0
830,489,267,1,807400.0
831,490,264,2,1323000.0
832,491,2,1,6065500.0
833,492,247,1,1076500.0
834,492,198,1,2447100.0
835,492,63,1,7007900.0
836,493,248,1,5036400.0
837,493,142,1,5347500.0
838,494,94,1,574100.0
839,494,2,2,6158400.0
840,495,200,1,677700.0
841,495,217,1,2028100.0
842,495,138,1,5163800.0
843,496,138,1,5141300.0
844,496,241,1,1099000.0
845,496,22,1,1078500.0
846,497,286,1,5357100.0
847,498,186,1,1597700.0
848,499,184,1,3868600.0
849,499,233,1,1534100.0
850,500,172,1,6968500.0
851,501,50,1,2972400.0
852,501,278,1,1609200.0
853,502,39,1,3796700.0
854,503,24,1,3967600.0
855,504,26,1,633500.0
856,504,33,1,422400.0
857,504,205,1,1552500.0
858,505,144,1,3835800.0
859,505,3,2,6512900.0
860,505,30,1,4424100.0
861,506,192,1,1683900.0
862,506,4,1,985600.0
863,507,45,1,6196600.0
864,508,221,1,2403200.0
865,509,291,1,1795400.0
866,509,268,1,5923900.0
867,510,264,2,1343600.0
868,511,207,1,4548700.0
869,511,114,1,5292600.0
870,512,272,1,3518000.0
871,513,258,1,2401200.0
872,513,100,1,643600.0
873,513,281,2,1811600.0
874,514,26,1,619800.0
875,514,202,1,3151900.0
876,514,185,1,3184300.0
877,515,159,1,5324400.0
878,516,10,1,3450200.0
879,516,73,1,1121100.0
880,516,169,1,3625800.0
881,516,152,1,7268900.0
882,517,161,1,1778300.0
883,518,110,1,1734400.0
884,519,145,1,1536300.0
885,520,119,1,3027700.0
886,520,34,1,376400.0
887,521,220,1,2287700.0
888,521,24,1,3803600.0
889,521,260,1,4004300.0
890,522,291,1,1737300.0
891,523,281,1,1756800.0
892,523,31,1,5186300.0
893,524,100,1,640000.0
894,525,83,1,1666500.0
895,526,299,1,518300.0
896,527,293,1,482900.0
897,527,21,1,4956200.0
898,528,197,1,2674800.0
899,529,231,1,6482300.0
900,529,166,1,4743000.0
901,529,290,1,1252100.0
902,529,96,2,2920900.0
903,530,238,1,5681900.0
904,531,87,1,1806000.0
905,532,290,1,1307600.0
906,532,49,1,1820400.0
907,533,49,1,1854000.0
908,534,80,1,4148400.0
909,534,261,1,5838900.0
910,534,298,1,3341600.0
911,534,246,1,3239100.0
912,535,118,1,1962500.0
913,535,70,1,5623700.0
914,535,80,1,4130800.0
915,536,7,1,313800.0
916,536,66,1,2398000.0
917,537,191,1,4293300.0
918,538,30,1,4451200.0
919,539,37,1,963300.0
920,540,82,1,5487200.0
921,541,291,1,1824600.0
922,542,202,1,3114000.0
923,543,186,1,1646700.0
924,544,116,1,4197400.0
925,544,291,1,1772400.0
926,545,111,1,787100.0
927,546,21,1,5091300.0
928,547,195,1,5551100.0
929,547,135,1,1605200.0
930,548,104,2,1556800.0
931,549,137,2,4754600.0
932,549,190,1,1536500.0
933,549,240,1,1626100.0
934,549,200,1,710200.0
935,550,258,1,2507300.0
936,550,196,1,5560000.0
937,550,33,1,416000.0
938,551,74,1,986200.0
939,551,166,1,4708700.0
940,552,61,1,581200.0
941,552,137,1,4610800.0
942,553,155,1,4382700.0
943,553,163,1,6948800.0
944,554,254,1,1665400.0
945,554,272,1,3366200.0
946,555,91,1,662800.0
947,555,222,1,1511000.0
948,556,175,1,1303400.0
949,557,143,2,5819800.0
950,558,24,1,4000400.0
951,559,155,1,4478100.0
952,560,102,1,2279600.0
953,561,127,1,978100.0
954,562,227,1,961400.0
955,562,117,1,1791900.0
956,563,18,1,1380000.0
957,564,103,1,2776700.0
958,564,196,1,5633800.0
959,565,135,1,1595200.0
960,565,274,1,1800800.0
961,566,9,1,4545800.0
962,566,55,3,1675700.0
963,567,173,1,2320700.0
964,567,109,1,5971200.0
965,567,191,1,4407900.0
966,568,121,1,1264900.0
967,569,206,1,663100.0
968,570,129,1,1409300.0
969,571,176,1,2704300.0
970,571,169,1,3613500.0
971,571,220,1,2289300.0
972,572,10,1,3559400.0
973,572,130,1,2044600.0
974,573,221,1,2387100.0
975,573,207,1,4539700.0
976,574,95,1,1140700.0
977,574,68,1,5432000.0
978,575,293,1,460400.0
979,575,159,1,5218800.0
980,575,104,1,1644200.0
981,576,181,1,8595300.0
982,576,13,1,1183500.0
983,577,203,1,8043700.0
984,577,157,1,5099300.0
985,578,132,1,2660500.0
986,578,170,1,7718800.0
987,578,17,1,4695600.0
988,578,12,2,809900.0
989,579,115,1,4076600.0
990,579,165,1,3432300.0
991,580,161,1,1779900.0
992,581,170,1,7904600.0
993,582,126,1,1635800.0
994,583,270,1,1885800.0
995,584,112,2,4851400.0
996,585,293,1,462700.0
997,585,229,1,384400.0
998,585,67,1,1359300.0
999,586,65,1,6556100.0
1000,586,20,1,2816200.0
1001,587,55,1,1727700.0
1002,587,70,1,5430800.0
1003,587,59,1,1537500.0
1004,588,41,2,3428300.0
1005,589,38,1,2699900.0
1006,590,128,1,983000.0
1007,591,203,1,7744300.0
1008,591,277,1,1487400.0
1009,592,250,1,1248800.0
