sale_id,customer_id,employee_id,branch_id,sale_date,payment_method,discount_amount
165,,36,5,2025-04-21 13:36:53,Bank Transfer,67700.0
166,860,6,1,2025-05-03 11:04:43,Cash,0.0
167,978,15,2,2024-08-08 19:28:19,Cash,0.0
168,204,38,5,2024-01-07 18:03:45,Mobile Payment,0.0
169,183,11,2,2024-07-04 09:41:59,Cash,0.0
170,100,31,4,2025-12-14 16:08:54,Cash,90600.0
171,106,14,2,2025-10-24 19:05:21,Card,0.0
172,35,9,2,2025-06-25 09:00:20,Mobile Payment,147700.0
173,986,14,2,2025-08-10 11:57:28,Mobile Payment,0.0
174,709,5,1,2024-10-25 10:22:43,Cash,0.0
175,,31,4,2025-04-03 10:42:35,Cash,0.0
176,610,26,4,2025-06-16 10:42:41,Card,0.0
177,619,23,3,2025-02-17 15:24:05,Cash,402000.0
178,236,10,2,2024-11-10 18:47:57,Bank Transfer,146900.0
179,,27,4,2025-06-04 14:43:44,Cash,72900.0
180,470,9,2,2024-02-16 15:13:57,Cash,0.0
181,422,23,3,2024-02-15 11:09:38,Mobile Payment,36600.0
182,291,23,3,2025-12-07 09:26:52,Mobile Payment,0.0
183,,8,1,2024-05-11 19:44:14,Cash,15500.0
184,133,29,4,2025-07-03 13:18:54,Mobile Payment,0.0
185,471,9,2,2025-04-25 16:06:07,Cash,0.0
186,,36,5,2024-08-03 14:02:36,Cash,475400.0
187,881,24,3,2024-01-26 16:04:53,Cash,0.0
188,43,25,4,2025-09-25 11:46:59,Cash,55700.0
189,27,34,5,2024-08-17 19:02:36,Bank Transfer,0.0
190,215,32,4,2024-06-05 16:34:56,Cash,180800.0
191,517,36,5,2025-02-15 11:53:40,Card,0.0
192,297,23,3,2024-05-16 17:13:15,Card,0.0
193,600,29,4,2025-09-30 15:03:12,Mobile Payment,0.0
194,167,19,3,2025-10-18 15:36:50,Card,0.0
195,,33,5,2025-11-23 10:50:04,Cash,0.0
196,126,24,3,2025-05-01 14:45:11,Mobile Payment,0.0
197,325,27,4,2025-07-29 17:40:30,Bank Transfer,0.0
198,550,24,3,2025-08-21 18:11:28,Mobile Payment,0.0
199,832,10,2,2025-11-15 12:40:20,Mobile Payment,0.0
200,35,14,2,2024-09-15 12:32:17,Card,0.0
201,461,17,3,2024-05-13 18:00:47,Cash,0.0
202,353,19,3,2024-12-20 13:35:12,Cash,0.0
203,103,1,1,2024-05-11 10:15:04,Cash,0.0
204,,16,2,2025-10-08 14:50:42,Cash,0.0
205,757,9,2,2024-03-22 15:20:40,Mobile Payment,0.0
206,,33,5,2024-03-22 11:12:16,Card,298000.0
207,298,20,3,2025-06-27 09:41:56,Cash,0.0
208,17,39,5,2024-03-22 19:48:57,Mobile Payment,0.0
209,632,24,3,2025-01-01 16:23:31,Cash,0.0
210,,11,2,2025-01-29 15:01:55,Cash,329600.0
211,348,31,4,2024-06-11 13:53:54,Cash,0.0
212,,2,1,2024-11-27 16:38:18,Card,16000.0
213,380,23,3,2025-09-18 10:38:08,Bank Transfer,294900.0
214,620,14,2,2025-10-11 16:50:17,Mobile Payment,0.0
215,994,16,2,2025-07-30 16:56:01,Cash,0.0
216,178,8,1,2025-02-02 12:50:49,Cash,0.0
217,985,22,3,2025-05-11 14:38:56,Mobile Payment,0.0
218,15,37,5,2024-09-11 15:27:44,Cash,0.0
219,190,6,1,2025-04-21 11:28:40,Card,0.0
220,558,17,3,2024-05-06 09:55:20,Cash,541200.0
221,580,33,5,2025-06-07 09:46:45,Cash,0.0
222,95,6,1,2024-12-31 14:05:26,Card,0.0
223,386,34,5,2024-07-31 16:10:07,Cash,0.0
224,222,25,4,2024-02-13 12:48:14,Card,0.0
225,959,26,4,2024-02-11 12:37:02,Card,0.0
226,901,15,2,2024-08-05 11:34:00,Cash,74200.0
227,819,5,1,2025-04-07 09:28:38,Card,85900.0
228,995,12,2,2025-08-06 13:53:44,Card,0.0
229,215,20,3,2025-06-07 09:19:00,Mobile Payment,0.0
230,800,16,2,2025-05-06 17:38:18,Mobile Payment,0.0
231,276,5,1,2024-01-01 13:28:24,Cash,0.0
232,,23,3,2025-10-31 09:19:49,Cash,0.0
233,512,10,2,2025-10-13 19:50:01,Cash,0.0
234,253,21,3,2024-01-24 18:30:04,Cash,0.0
235,456,27,4,2024-01-14 18:57:02,Bank Transfer,0.0
236,269,1,1,2025-07-30 15:35:44,Bank Transfer,0.0
237,535,19,3,2024-11-24 19:22:26,Cash,0.0
238,187,9,2,2024-12-17 17:58:55,Card,0.0
239,860,15,2,2024-03-24 15:56:07,Cash,0.0
240,450,14,2,2025-05-15 10:20:46,Card,0.0
241,961,4,1,2025-10-17 19:29:09,Mobile Payment,0.0
242,20,20,3,2025-07-08 19:06:52,Cash,125000.0
243,395,7,1,2025-01-01 19:25:00,Cash,0.0
244,34,33,5,2025-11-26 16:02:31,Cash,0.0
245,,38,5,2025-12-02 16:01:24,Card,585600.0
246,593,25,4,2024-11-26 13:35:49,Cash,0.0
247,905,8,1,2024-03-11 17:11:29,Cash,0.0
248,504,26,4,2025-12-04 11:53:04,Cash,21800.0
249,174,40,5,2024-08-22 16:51:44,Cash,0.0
250,558,25,4,2025-12-26 17:57:44,Cash,94100.0
251,171,24,3,2025-02-14 17:58:15,Cash,0.0
252,745,38,5,2025-07-24 13:30:04,Cash,201000.0
253,,25,4,2025-01-15 09:32:50,Card,262200.0
254,153,28,4,2024-07-12 19:30:30,Cash,118000.0
255,510,3,1,2024-09-09 19:48:26,Mobile Payment,631200.0
256,157,23,3,2025-04-05 18:53:55,Card,0.0
257,442,9,2,2025-01-13 13:25:17,Cash,0.0
258,627,31,4,2025-12-05 18:44:35,Card,0.0
259,640,5,1,2025-10-06 13:59:17,Card,300800.0
260,265,23,3,2024-10-12 13:38:27,Mobile Payment,796400.0
261,272,20,3,2024-07-29 18:50:40,Mobile Payment,141000.0
262,4,5,1,2024-05-07 15:52:35,Cash,0.0
263,768,13,2,2024-02-22 15:40:31,Card,0.0
264,204,1,1,2024-03-12 13:06:35,Mobile Payment,0.0
265,603,12,2,2025-09-25 18:36:48,Cash,53000.0
266,,28,4,2025-07-08 18:01:10,Bank Transfer,0.0
267,506,31,4,2025-04-01 12:14:06,Bank Transfer,175400.0
268,,16,2,2025-03-23 17:21:20,Card,0.0
269,593,39,5,2024-06-21 15:13:13,Cash,506700.0
270,622,25,4,2025-02-02 18:22:23,Card,51500.0
271,774,24,3,2024-06-10 11:14:54,Card,375700.0
272,463,5,1,2024-03-22 17:59:16,Cash,0.0
273,952,10,2,2025-09-27 09:36:41,Mobile Payment,531000.0
274,431,19,3,2025-06-30 10:49:29,Bank Transfer,0.0
275,200,17,3,2025-05-27 17:57:03,Cash,0.0
276,,24,3,2024-09-08 16:11:45,Cash,0.0
277,705,31,4,2025-06-21 16:41:33,Card,0.0
278,25,18,3,2025-09-10 15:24:24,Cash,0.0
279,,27,4,2025-10-26 13:25:15,Mobile Payment,0.0
280,832,5,1,2025-01-18 09:22:29,Mobile Payment,0.0
281,213,26,4,2024-12-26 14:12:19,Cash,57500.0
282,784,8,1,2025-02-17 14:51:39,Cash,0.0
283,71,25,4,2025-11-13 17:46:47,Mobile Payment,0.0
284,590,19,3,2024-05-25 12:05:39,Cash,0.0
285,265,27,4,2025-03-13 17:36:16,Cash,120800.0
286,531,16,2,2024-04-26 10:42:29,Bank Transfer,0.0
287,735,20,3,2024-08-19 09:27:30,Cash,0.0
288,106,38,5,2025-02-26 15:26:36,Cash,0.0
289,631,6,1,2025-01-14 10:19:15,Mobile Payment,91000.0
290,131,14,2,2024-06-12 18:20:37,Cash,0.0
291,,9,2,2024-01-03 16:11:02,Mobile Payment,121700.0
292,,1,1,2025-08-19 10:02:39,Mobile Payment,0.0
293,827,19,3,2024-03-07 16:38:54,Cash,0.0
294,325,37,5,2024-10-27 19:45:52,Mobile Payment,0.0
295,923,11,2,2024-03-16 13:49:21,Cash,0.0
296,373,37,5,2025-12-27 12:57:30,Cash,0.0
297,389,27,4,2025-05-24 16:42:25,Card,0.0
298,182,13,2,2025-03-01 10:31:56,Cash,0.0
299,603,15,2,2024-02-09 09:40:23,Cash,0.0
300,713,37,5,2025-06-27 15:56:33,Mobile Payment,0.0
301,99,40,5,2024-02-15 13:21:01,Card,0.0
302,287,37,5,2025-02-08 13:00:33,Mobile Payment,45800.0
303,501,39,5,2024-01-17 17:55:46,Mobile Payment,598300.0
304,,38,5,2024-06-30 17:41:12,Card,201600.0
305,962,19,3,2025-11-04 13:42:16,Card,0.0
306,422,3,1,2024-05-04 09:15:04,Mobile Payment,0.0
307,923,40,5,2025-06-07 10:30:42,Cash,0.0
308,858,34,5,2024-03-05 11:09:21,Cash,0.0
309,348,4,1,2025-11-03 16:35:49,Bank Transfer,0.0
310,344,6,1,2025-10-26 14:26:47,Mobile Payment,57100.0
311,987,30,4,2024-05-02 18:51:02,Cash,46400.0
312,99,13,2,2025-01-23 11:17:21,Mobile Payment,227600.0
313,618,19,3,2025-12-29 10:55:08,Card,108100.0
314,936,12,2,2025-08-19 10:14:03,Mobile Payment,0.0
315,537,7,1,2024-02-11 13:58:56,Cash,70200.0
316,763,8,1,2025-01-04 15:34:06,Mobile Payment,542500.0
317,731,12,2,2025-02-21 09:43:33,Mobile Payment,209200.0
318,346,19,3,2025-02-18 18:26:58,Cash,294000.0
319,,34,5,2025-11-18 12:08:45,Mobile Payment,0.0
320,182,1,1,2025-02-27 10:21:13,Bank Transfer,0.0
321,838,12,2,2025-02-02 14:12:55,Cash,0.0
322,180,9,2,2024-03-02 16:33:18,Mobile Payment,0.0
323,504,34,5,2025-08-23 16:22:19,Cash,616000.0
324,156,35,5,2024-04-22 13:46:23,Cash,659500.0
325,,35,5,2025-10-04 16:33:00,Cash,482600.0
326,666,21,3,2025-08-23 12:40:25,Card,71700.0
327,521,22,3,2025-04-27 12:34:21,Mobile Payment,74900.0
328,,16,2,2025-02-26 17:47:04,Mobile Payment,0.0
329,757,5,1,2024-01-12 18:26:07,Mobile Payment,130500.0
330,834,9,2,2025-05-02 13:34:10,Bank Transfer,0.0
331,,24,3,2025-07-23 11:01:47,Bank Transfer,33500.0
332,958,12,2,2024-08-02 12:08:18,Card,0.0
333,394,27,4,2025-12-05 10:53:57,Cash,0.0
334,,3,1,2024-08-04 10:09:26,Cash,0.0
335,690,38,5,2025-04-08 11:53:38,Cash,193800.0
336,688,9,2,2024-07-19 15:18:24,Mobile Payment,0.0
337,153,9,2,2025-06-14 11:34:56,Cash,0.0
338,,18,3,2024-09-22 13:21:35,Cash,0.0
339,593,3,1,2025-10-01 16:04:27,Cash,95900.0
340,921,1,1,2024-03-26 14:10:48,Cash,0.0
341,761,33,5,2024-06-02 14:20:24,Bank Transfer,0.0
342,926,26,4,2024-06-03 11:52:48,Mobile Payment,56000.0
343,510,5,1,2024-09-08 15:22:40,Bank Transfer,104700.0
344,229,20,3,2024-11-25 14:42:03,Mobile Payment,0.0
345,644,28,4,2024-09-03 15:38:54,Bank Transfer,235100.0
346,833,34,5,2025-07-23 17:47:00,Cash,88300.0
347,266,10,2,2024-05-24 15:39:43,Card,389400.0
348,667,39,5,2024-08-07 10:19:49,Mobile Payment,0.0
349,275,15,2,2024-08-22 19:23:21,Cash,84600.0
350,955,11,2,2024-10-09 14:46:08,Cash,0.0
351,187,14,2,2024-07-17 17:16:37,Cash,0.0
352,371,32,4,2024-05-06 17:03:38,Card,0.0
353,513,2,1,2024-03-26 18:48:32,Mobile Payment,0.0
354,,33,5,2024-01-11 11:13:52,Mobile Payment,431600.0
355,,32,4,2024-09-27 13:52:38,Bank Transfer,0.0
356,193,38,5,2024-05-17 09:04:19,Mobile Payment,31900.0
357,325,15,2,2024-07-18 11:52:46,Bank Transfer,40800.0
358,975,17,3,2025-12-13 13:08:33,Bank Transfer,0.0
359,65,34,5,2024-04-29 11:27:49,Mobile Payment,0.0
360,490,6,1,2024-08-05 10:11:49,Cash,0.0
361,814,35,5,2025-09-28 12:33:53,Mobile Payment,0.0
362,722,28,4,2024-12-16 13:15:30,Bank Transfer,0.0
363,26,1,1,2024-04-14 19:23:28,Bank Transfer,204300.0
364,673,35,5,2024-01-17 16:16:37,Mobile Payment,0.0
365,567,40,5,2024-04-01 17:18:09,Card,0.0
366,339,36,5,2024-06-28 12:06:11,Cash,0.0
367,521,25,4,2025-07-25 16:09:25,Mobile Payment,722600.0
368,905,9,2,2024-10-18 09:57:22,Cash,0.0
369,,15,2,2025-08-27 14:34:43,Bank Transfer,0.0
370,239,4,1,2024-01-16 17:30:51,Mobile Payment,0.0
371,725,27,4,2024-09-03 18:50:49,Cash,0.0
372,,2,1,2025-01-31 17:12:04,Cash,198400.0
373,840,6,1,2024-02-25 16:26:49,Cash,97000.0
374,,32,4,2025-09-05 13:25:10,Mobile Payment,0.0
375,402,25,4,2024-06-13 18:44:59,Cash,0.0
376,106,12,2,2024-12-19 15:06:29,Card,44300.0
377,,15,2,2024-08-31 17:42:20,Card,378100.0
378,338,3,1,2025-08-15 14:03:09,Card,0.0
379,143,27,4,2024-07-10 10:00:53,Mobile Payment,0.0
380,772,40,5,2024-08-27 15:55:52,Cash,15900.0
381,719,16,2,2024-01-24 16:50:44,Card,369000.0
382,217,17,3,2025-01-20 17:09:05,Cash,0.0
383,113,40,5,2024-04-17 19:16:25,Card,0.0
384,781,5,1,2024-08-28 15:39:38,Mobile Payment,0.0
385,607,13,2,2025-09-12 14:54:47,Bank Transfer,0.0
386,581,26,4,2024-12-31 11:15:57,Cash,193000.0
387,536,34,5,2025-10-04 19:29:31,Cash,0.0
388,991,11,2,2024-11-23 17:36:12,Cash,0.0
389,652,17,3,2025-11-10 14:48:24,Cash,132500.0
390,627,22,3,2024-10-01 13:11:59,Card,236100.0
391,730,13,2,2025-02-04 12:55:12,Mobile Payment,0.0
392,686,14,2,2025-05-09 11:58:21,Cash,0.0
393,635,22,3,2024-01-27 19:31:33,Mobile Payment,252300.0
394,,34,5,2025-11-22 17:52:36,Mobile Payment,0.0
395,,29,4,2024-03-31 14:18:29,Mobile Payment,0.0
396,991,32,4,2025-06-21 10:15:51,Cash,0.0
397,591,5,1,2024-03-30 09:49:22,Bank Transfer,452800.0
398,708,38,5,2025-02-15 11:56:08,Mobile Payment,0.0
399,,32,4,2024-10-13 13:55:10,Bank Transfer,0.0
400,312,22,3,2025-12-30 18:18:11,Mobile Payment,0.0
401,186,36,5,2024-03-15 12:08:41,Mobile Payment,0.0
402,806,21,3,2024-10-18 17:33:39,Bank Transfer,0.0
403,,29,4,2025-10-20 15:09:47,Cash,0.0
404,,4,1,2024-06-26 17:51:52,Cash,0.0
405,699,36,5,2025-03-01 13:31:10,Card,0.0
406,534,27,4,2024-07-04 14:30:29,Card,0.0
407,728,19,3,2025-09-25 10:32:52,Bank Transfer,261400.0
408,239,26,4,2025-10-22 16:11:04,Cash,167200.0
409,419,36,5,2025-02-25 11:06:46,Bank Transfer,0.0
410,648,12,2,2024-11-23 17:19:17,Bank Transfer,59800.0
411,695,38,5,2024-09-24 13:36:51,Bank Transfer,0.0
412,881,26,4,2024-06-14 09:21:15,Card,0.0
413,171,19,3,2025-08-16 17:58:33,Cash,0.0
414,758,9,2,2024-02-15 13:48:35,Card,0.0
415,95,22,3,2024-07-08 12:40:34,Mobile Payment,0.0
416,341,8,1,2024-03-09 14:53:55,Mobile Payment,0.0
417,803,17,3,2024-04-04 13:12:30,Cash,0.0
418,231,34,5,2024-05-28 15:03:40,Cash,121900.0
419,,2,1,2024-04-25 15:25:06,Cash,0.0
420,311,40,5,2024-09-11 12:59:39,Cash,0.0
421,,18,3,2024-06-02 13:11:06,Cash,0.0
422,249,13,2,2025-01-19 11:01:53,Bank Transfer,161400.0
423,,4,1,2025-11-13 18:38:22,Bank Transfer,0.0
424,794,13,2,2024-07-14 15:59:22,Cash,0.0
425,547,9,2,2024-05-24 16:59:03,Bank Transfer,0.0
426,642,8,1,2024-03-28 15:27:55,Cash,50000.0
427,,9,2,2024-08-15 13:02:15,Cash,0.0
428,737,30,4,2025-03-09 13:39:04,Bank Transfer,315500.0
429,673,34,5,2024-02-09 12:01:51,Card,0.0
430,766,25,4,2025-07-11 09:33:06,Cash,72700.0
431,,4,1,2025-06-04 09:26:28,Cash,0.0
432,38,29,4,2024-07-23 15:11:07,Cash,0.0
433,619,31,4,2025-09-02 13:31:01,Cash,0.0
434,,29,4,2025-03-23 15:27:52,Cash,0.0
435,,1,1,2024-09-29 15:26:27,Mobile Payment,75200.0
436,81,5,1,2025-08-22 12:34:49,Mobile Payment,0.0
437,335,5,1,2025-09-17 18:32:02,Bank Transfer,509000.0
438,131,26,4,2025-02-28 15:38:35,Card,0.0
439,854,32,4,2025-08-07 13:15:14,Cash,0.0
440,276,8,1,2024-01-16 10:45:52,Mobile Payment,147800.0
441,970,5,1,2024-04-07 17:51:05,Card,394600.0
442,76,37,5,2025-11-08 17:01:52,Mobile Payment,0.0
443,,40,5,2025-06-03 14:28:59,Cash,0.0
444,860,15,2,2025-07-30 10:19:38,Bank Transfer,0.0
445,171,19,3,2025-09-06 19:27:35,Card,0.0
446,554,18,3,2025-08-17 15:07:22,Mobile Payment,71500.0
447,335,8,1,2025-08-17 19:42:41,Bank Transfer,190100.0
448,,3,1,2025-07-28 14:06:24,Mobile Payment,0.0
449,630,9,2,2025-05-29 18:50:49,Card,0.0
450,,40,5,2025-09-08 18:04:27,Mobile Payment,0.0
451,864,14,2,2025-11-08 18:40:52,Mobile Payment,0.0
452,922,5,1,2024-11-24 17:32:06,Cash,306500.0
453,299,30,4,2025-10-27 09:55:12,Cash,51200.0
454,,17,3,2025-07-13 17:58:46,Card,0.0
455,851,31,4,2024-09-28 17:27:39,Mobile Payment,0.0
