price_date,gold_type_id,price_per_gram
2024-05-13,3,144200.0
2024-05-13,4,112500.0
2024-05-14,1,191500.0
2024-05-14,2,175500.0
2024-05-14,3,143700.0
2024-05-14,4,112100.0
2024-05-15,1,191700.0
2024-05-15,2,175600.0
2024-05-15,3,143700.0
2024-05-15,4,112100.0
2024-05-16,1,190900.0
2024-05-16,2,174900.0
2024-05-16,3,143200.0
2024-05-16,4,111700.0
2024-05-17,1,191200.0
2024-05-17,2,175100.0
2024-05-17,3,143400.0
2024-05-17,4,111800.0
2024-05-18,1,191100.0
2024-05-18,2,175100.0
2024-05-18,3,143300.0
2024-05-18,4,111800.0
2024-05-19,1,191400.0
2024-05-19,2,175300.0
2024-05-19,3,143500.0
2024-05-19,4,111900.0
2024-05-20,1,192200.0
2024-05-20,2,176000.0
2024-05-20,3,144100.0
2024-05-20,4,112400.0
2024-05-21,1,192300.0
2024-05-21,2,176200.0
2024-05-21,3,144300.0
2024-05-21,4,112500.0
2024-05-22,1,192500.0
2024-05-22,2,176300.0
2024-05-22,3,144400.0
2024-05-22,4,112600.0
2024-05-23,1,193500.0
2024-05-23,2,177200.0
2024-05-23,3,145100.0
2024-05-23,4,113200.0
2024-05-24,1,193500.0
2024-05-24,2,177300.0
2024-05-24,3,145100.0
2024-05-24,4,113200.0
2024-05-25,1,194100.0
2024-05-25,2,177800.0
2024-05-25,3,145600.0
2024-05-25,4,113500.0
2024-05-26,1,194000.0
2024-05-26,2,177700.0
2024-05-26,3,145500.0
2024-05-26,4,113500.0
2024-05-27,1,193600.0
2024-05-27,2,177300.0
2024-05-27,3,145200.0
2024-05-27,4,113200.0
2024-05-28,1,194100.0
2024-05-28,2,177800.0
2024-05-28,3,145600.0
2024-05-28,4,113600.0
2024-05-29,1,194700.0
2024-05-29,2,178300.0
2024-05-29,3,146000.0
2024-05-29,4,113900.0
2024-05-30,1,194400.0
2024-05-30,2,178100.0
2024-05-30,3,145800.0
2024-05-30,4,113700.0
2024-05-31,1,194400.0
2024-05-31,2,178100.0
2024-05-31,3,145800.0
2024-05-31,4,113700.0
2024-06-01,1,194500.0
2024-06-01,2,178200.0
2024-06-01,3,145900.0
2024-06-01,4,113800.0
2024-06-02,1,194400.0
2024-06-02,2,178100.0
2024-06-02,3,145800.0
2024-06-02,4,113800.0
2024-06-03,1,194600.0
2024-06-03,2,178200.0
2024-06-03,3,145900.0
2024-06-03,4,113800.0
2024-06-04,1,194900.0
2024-06-04,2,178600.0
2024-06-04,3,146200.0
2024-06-04,4,114000.0
2024-06-05,1,195600.0
2024-06-05,2,179200.0
2024-06-05,3,146700.0
2024-06-05,4,114400.0
2024-06-06,1,196300.0
2024-06-06,2,179800.0
2024-06-06,3,147200.0
2024-06-06,4,114800.0
2024-06-07,1,196600.0
2024-06-07,2,180100.0
2024-06-07,3,147400.0
2024-06-07,4,115000.0
2024-06-08,1,196100.0
2024-06-08,2,179600.0
2024-06-08,3,147100.0
2024-06-08,4,114700.0
2024-06-09,1,196200.0
2024-06-09,2,179700.0
2024-06-09,3,147200.0
2024-06-09,4,114800.0
2024-06-10,1,196200.0
2024-06-10,2,179700.0
2024-06-10,3,147200.0
2024-06-10,4,114800.0
2024-06-11,1,195700.0
2024-06-11,2,179300.0
2024-06-11,3,146800.0
2024-06-11,4,114500.0
2024-06-12,1,196600.0
2024-06-12,2,180100.0
2024-06-12,3,147500.0
2024-06-12,4,115000.0
2024-06-13,1,197000.0
2024-06-13,2,180500.0
2024-06-13,3,147800.0
2024-06-13,4,115300.0
2024-06-14,1,197900.0
2024-06-14,2,181300.0
2024-06-14,3,148500.0
2024-06-14,4,115800.0
2024-06-15,1,198500.0
2024-06-15,2,181800.0
2024-06-15,3,148800.0
2024-06-15,4,116100.0
2024-06-16,1,198500.0
2024-06-16,2,181900.0
2024-06-16,3,148900.0
2024-06-16,4,116100.0
2024-06-17,1,198400.0
2024-06-17,2,181700.0
2024-06-17,3,148800.0
2024-06-17,4,116000.0
2024-06-18,1,198000.0
2024-06-18,2,181300.0
2024-06-18,3,148500.0
2024-06-18,4,115800.0
2024-06-19,1,198000.0
2024-06-19,2,181400.0
2024-06-19,3,148500.0
2024-06-19,4,115900.0
2024-06-20,1,197400.0
2024-06-20,2,180800.0
2024-06-20,3,148000.0
2024-06-20,4,115500.0
2024-06-21,1,197200.0
2024-06-21,2,180700.0
2024-06-21,3,147900.0
2024-06-21,4,115400.0
2024-06-22,1,196500.0
2024-06-22,2,180000.0
2024-06-22,3,147400.0
2024-06-22,4,115000.0
2024-06-23,1,196100.0
2024-06-23,2,179600.0
2024-06-23,3,147100.0
2024-06-23,4,114700.0
2024-06-24,1,196900.0
2024-06-24,2,180400.0
2024-06-24,3,147700.0
2024-06-24,4,115200.0
2024-06-25,1,196800.0
2024-06-25,2,180200.0
2024-06-25,3,147600.0
2024-06-25,4,115100.0
2024-06-26,1,196800.0
2024-06-26,2,180300.0
2024-06-26,3,147600.0
2024-06-26,4,115100.0
2024-06-27,1,196800.0
2024-06-27,2,180300.0
2024-06-27,3,147600.0
2024-06-27,4,115100.0
2024-06-28,1,196100.0
2024-06-28,2,179700.0
2024-06-28,3,147100.0
2024-06-28,4,114700.0
2024-06-29,1,197100.0
2024-06-29,2,180500.0
2024-06-29,3,147800.0
2024-06-29,4,115300.0
2024-06-30,1,196900.0
2024-06-30,2,180300.0
2024-06-30,3,147600.0
2024-06-30,4,115200.0
2024-07-01,1,197300.0
2024-07-01,2,180700.0
2024-07-01,3,148000.0
2024-07-01,4,115400.0
2024-07-02,1,197500.0
2024-07-02,2,180900.0
2024-07-02,3,148100.0
2024-07-02,4,115500.0
2024-07-03,1,198100.0
2024-07-03,2,181500.0
2024-07-03,3,148600.0
2024-07-03,4,115900.0
2024-07-04,1,198800.0
2024-07-04,2,182100.0
2024-07-04,3,149100.0
2024-07-04,4,116300.0
2024-07-05,1,198500.0
2024-07-05,2,181800.0
2024-07-05,3,148900.0
2024-07-05,4,116100.0
2024-07-06,1,198700.0
2024-07-06,2,182000.0
2024-07-06,3,149000.0
2024-07-06,4,116200.0
2024-07-07,1,198200.0
2024-07-07,2,181600.0
2024-07-07,3,148700.0
2024-07-07,4,116000.0
2024-07-08,1,198600.0
2024-07-08,2,181900.0
2024-07-08,3,148900.0
2024-07-08,4,116200.0
2024-07-09,1,198400.0
2024-07-09,2,181800.0
2024-07-09,3,148800.0
2024-07-09,4,116100.0
2024-07-10,1,198800.0
2024-07-10,2,182100.0
2024-07-10,3,149100.0
2024-07-10,4,116300.0
2024-07-11,1,199500.0
2024-07-11,2,182800.0
2024-07-11,3,149600.0
2024-07-11,4,116700.0
2024-07-12,1,199600.0
2024-07-12,2,182900.0
2024-07-12,3,149700.0
2024-07-12,4,116800.0
2024-07-13,1,199500.0
2024-07-13,2,182800.0
2024-07-13,3,149600.0
2024-07-13,4,116700.0
2024-07-14,1,200400.0
2024-07-14,2,183500.0
2024-07-14,3,150300.0
2024-07-14,4,117200.0
2024-07-15,1,200500.0
2024-07-15,2,183600.0
2024-07-15,3,150400.0
2024-07-15,4,117300.0
2024-07-16,1,200300.0
2024-07-16,2,183500.0
2024-07-16,3,150200.0
2024-07-16,4,117200.0
2024-07-17,1,201100.0
2024-07-17,2,184200.0
2024-07-17,3,150800.0
2024-07-17,4,117600.0
2024-07-18,1,201200.0
2024-07-18,2,184300.0
2024-07-18,3,150900.0
2024-07-18,4,117700.0
2024-07-19,1,201200.0
2024-07-19,2,184300.0
2024-07-19,3,150900.0
2024-07-19,4,117700.0
2024-07-20,1,201500.0
2024-07-20,2,184600.0
2024-07-20,3,151100.0
2024-07-20,4,117900.0
2024-07-21,1,201600.0
2024-07-21,2,184700.0
2024-07-21,3,151200.0
2024-07-21,4,117900.0
2024-07-22,1,201100.0
2024-07-22,2,184200.0
2024-07-22,3,150800.0
2024-07-22,4,117600.0
2024-07-23,1,200600.0
2024-07-23,2,183700.0
2024-07-23,3,150400.0
2024-07-23,4,117300.0
2024-07-24,1,199900.0
2024-07-24,2,183100.0
2024-07-24,3,149900.0
2024-07-24,4,116900.0
2024-07-25,1,200300.0
2024-07-25,2,183400.0
2024-07-25,3,150200.0
2024-07-25,4,117100.0
2024-07-26,1,199800.0
2024-07-26,2,183000.0
2024-07-26,3,149900.0
2024-07-26,4,116900.0
2024-07-27,1,199400.0
2024-07-27,2,182600.0
2024-07-27,3,149500.0
2024-07-27,4,116600.0
2024-07-28,1,199200.0
2024-07-28,2,182500.0
2024-07-28,3,149400.0
2024-07-28,4,116500.0
2024-07-29,1,199700.0
2024-07-29,2,182900.0
2024-07-29,3,149800.0
2024-07-29,4,116800.0
2024-07-30,1,199100.0
2024-07-30,2,182400.0
2024-07-30,3,149300.0
2024-07-30,4,116500.0
2024-07-31,1,198700.0
2024-07-31,2,182100.0
2024-07-31,3,149100.0
2024-07-31,4,116300.0
2024-08-01,1,199400.0
2024-08-01,2,182700.0
2024-08-01,3,149600.0
2024-08-01,4,116600.0
2024-08-02,1,199900.0
2024-08-02,2,183100.0
2024-08-02,3,149900.0
2024-08-02,4,116900.0
2024-08-03,1,200000.0
2024-08-03,2,183200.0
2024-08-03,3,150000.0
2024-08-03,4,117000.0
2024-08-04,1,200000.0
2024-08-04,2,183200.0
2024-08-04,3,150000.0
2024-08-04,4,117000.0
2024-08-05,1,199600.0
2024-08-05,2,182800.0
2024-08-05,3,149700.0
2024-08-05,4,116800.0
2024-08-06,1,199100.0
2024-08-06,2,182400.0
2024-08-06,3,149300.0
2024-08-06,4,116500.0
2024-08-07,1,199800.0
2024-08-07,2,183000.0
2024-08-07,3,149800.0
2024-08-07,4,116900.0
2024-08-08,1,199000.0
2024-08-08,2,182300.0
2024-08-08,3,149300.0
2024-08-08,4,116400.0
2024-08-09,1,198300.0
2024-08-09,2,181700.0
2024-08-09,3,148700.0
2024-08-09,4,116000.0
2024-08-10,1,198500.0
2024-08-10,2,181900.0
2024-08-10,3,148900.0
2024-08-10,4,116100.0
2024-08-11,1,198000.0
2024-08-11,2,181400.0
2024-08-11,3,148500.0
2024-08-11,4,115900.0
2024-08-12,1,198400.0
2024-08-12,2,181700.0
2024-08-12,3,148800.0
2024-08-12,4,116000.0
2024-08-13,1,197600.0
2024-08-13,2,181000.0
2024-08-13,3,148200.0
2024-08-13,4,115600.0
2024-08-14,1,197900.0
2024-08-14,2,181300.0
2024-08-14,3,148400.0
2024-08-14,4,115800.0
2024-08-15,1,197200.0
2024-08-15,2,180600.0
2024-08-15,3,147900.0
2024-08-15,4,115400.0
2024-08-16,1,196800.0
2024-08-16,2,180300.0
2024-08-16,3,147600.0
2024-08-16,4,115200.0
2024-08-17,1,196400.0
2024-08-17,2,179900.0
2024-08-17,3,147300.0
2024-08-17,4,114900.0
2024-08-18,1,197300.0
2024-08-18,2,180700.0
2024-08-18,3,148000.0
2024-08-18,4,115400.0
2024-08-19,1,197600.0
2024-08-19,2,181000.0
2024-08-19,3,148200.0
2024-08-19,4,115600.0
2024-08-20,1,197800.0
2024-08-20,2,181200.0
2024-08-20,3,148300.0
2024-08-20,4,115700.0
2024-08-21,1,197000.0
2024-08-21,2,180500.0
2024-08-21,3,147800.0
2024-08-21,4,115300.0
2024-08-22,1,197500.0
2024-08-22,2,180900.0
2024-08-22,3,148100.0
2024-08-22,4,115500.0
2024-08-23,1,197900.0
2024-08-23,2,181300.0
2024-08-23,3,148400.0
2024-08-23,4,115800.0
2024-08-24,1,197600.0
2024-08-24,2,181000.0
2024-08-24,3,148200.0
2024-08-24,4,115600.0
2024-08-25,1,197000.0
2024-08-25,2,180400.0
2024-08-25,3,147700.0
2024-08-25,4,115200.0
2024-08-26,1,197000.0
2024-08-26,2,180400.0
2024-08-26,3,147700.0
2024-08-26,4,115200.0
2024-08-27,1,197900.0
2024-08-27,2,181300.0
2024-08-27,3,148500.0
2024-08-27,4,115800.0
2024-08-28,1,198700.0
2024-08-28,2,182000.0
2024-08-28,3,149000.0
2024-08-28,4,116200.0
2024-08-29,1,198200.0
2024-08-29,2,181600.0
2024-08-29,3,148700.0
2024-08-29,4,116000.0
2024-08-30,1,198900.0
2024-08-30,2,182200.0
2024-08-30,3,149200.0
2024-08-30,4,116400.0
2024-08-31,1,199200.0
2024-08-31,2,182400.0
2024-08-31,3,149400.0
2024-08-31,4,116500.0
2024-09-01,1,199800.0
2024-09-01,2,183000.0
2024-09-01,3,149900.0
2024-09-01,4,116900.0
2024-09-02,1,200500.0
2024-09-02,2,183600.0
2024-09-02,3,150400.0
2024-09-02,4,117300.0
2024-09-03,1,200000.0
2024-09-03,2,183200.0
2024-09-03,3,150000.0
2024-09-03,4,117000.0
2024-09-04,1,200400.0
2024-09-04,2,183600.0
2024-09-04,3,150300.0
2024-09-04,4,117200.0
2024-09-05,1,200100.0
2024-09-05,2,183300.0
2024-09-05,3,150100.0
2024-09-05,4,117000.0
2024-09-06,1,200600.0
