product_id,product_name,category,gold_type_id,weight_grams,making_charge,cost_price,selling_price,supplier_id
79,18K Earring 079,Earring,3,4.16,117000.0,731800.0,804400.0,19
80,22K Bangle 080,Bangle,2,18.61,213000.0,3721100.0,4034500.0,15
81,14K Pendant 081,Pendant,4,9.06,162000.0,1219200.0,1335400.0,11
82,18K Bangle 082,Bangle,3,27.21,157000.0,4391000.0,5289600.0,3
83,18K Ring 083,Ring,3,8.34,52000.0,1348400.0,1618400.0,17
84,14K Pendant 084,Pendant,4,4.41,87000.0,598700.0,724800.0,11
85,14K Pendant 085,Pendant,4,8.76,54000.0,1112100.0,1228400.0,2
86,22K Earring 086,Earring,2,6.11,145000.0,1270500.0,1434500.0,6
87,14K Ring 087,Ring,4,11.6,40000.0,1452200.0,1757300.0,1
88,22K Earring 088,Earring,2,4.49,127000.0,946900.0,1120500.0,16
89,22K Necklace 089,Necklace,2,29.1,281000.0,5784700.0,6682000.0,20
90,24K Pendant 090,Pendant,1,8.94,72000.0,1925700.0,2285600.0,7
91,24K Ring 091,Ring,1,2.55,89000.0,593800.0,656000.0,2
92,22K Bangle 092,Bangle,2,24.29,216000.0,4816500.0,5273600.0,4
93,14K Earring 093,Earring,4,2.13,64000.0,303500.0,361900.0,20
94,18K Pendant 094,Pendant,3,2.6,98000.0,473500.0,558000.0,2
95,18K Ring 095,Ring,3,5.23,166000.0,932300.0,1136900.0,14
96,22K Chain 096,Chain,2,12.32,123000.0,2451700.0,2937300.0,9
97,22K Bracelet 097,Bracelet,2,15.49,268000.0,3156200.0,3737100.0,4
98,18K Pendant 098,Pendant,3,6.66,178000.0,1165500.0,1354600.0,20
99,14K Chain 099,Chain,4,12.18,275000.0,1676200.0,1900500.0,17
100,14K Pendant 100,Pendant,4,4.18,49000.0,545800.0,641700.0,17
101,18K Bangle 101,Bangle,3,21.3,163000.0,3463400.0,4099300.0,10
102,24K Necklace 102,Necklace,1,8.77,350000.0,2070700.0,2277900.0,7
103,18K Chain 103,Chain,3,15.37,95000.0,2484500.0,2830900.0,7
104,18K Ring 104,Ring,3,8.9,76000.0,1452300.0,1585200.0,10
105,22K Pendant 105,Pendant,2,7.9,47000.0,1551400.0,1763400.0,13
106,22K Bangle 106,Bangle,2,33.92,391000.0,6784100.0,7550600.0,11
107,22K Bangle 107,Bangle,2,20.81,112000.0,4079000.0,4499500.0,5
108,22K Bangle 108,Bangle,2,31.36,414000.0,6306200.0,7306500.0,14
109,24K Bangle 109,Bangle,1,22.07,298000.0,4832100.0,5775800.0,18
110,24K Pendant 110,Pendant,1,6.2,80000.0,1355000.0,1674400.0,12
111,14K Ring 111,Ring,4,4.8,44000.0,618700.0,771700.0,18
112,24K Chain 112,Chain,1,20.14,140000.0,4323800.0,4755600.0,10
113,14K Bangle 113,Bangle,4,27.17,195000.0,3467200.0,3795700.0,8
114,22K Bracelet 114,Bracelet,2,24.01,138000.0,4711900.0,5331000.0,4
115,18K Bracelet 115,Bracelet,3,20.56,327000.0,3453300.0,3990100.0,1
116,22K Chain 116,Chain,2,17.5,141000.0,3460600.0,4280800.0,17
117,18K Bracelet 117,Bracelet,3,7.87,315000.0,1445300.0,1762900.0,17
118,14K Bangle 118,Bangle,4,13.54,113000.0,1738100.0,1991700.0,17
119,24K Ring 119,Ring,1,11.32,136000.0,2467500.0,2914200.0,3
120,22K Bracelet 120,Bracelet,2,5.92,221000.0,1283300.0,1529700.0,10
121,22K Ring 121,Ring,2,5.12,165000.0,1092900.0,1239900.0,7
122,22K Bracelet 122,Bracelet,2,11.38,199000.0,2320100.0,2552100.0,5
123,22K Necklace 123,Necklace,2,8.49,349000.0,1861300.0,2172900.0,7
124,22K Pendant 124,Pendant,2,3.87,51000.0,778200.0,933600.0,10
125,22K Pendant 125,Pendant,2,1.64,122000.0,395000.0,449300.0,15
126,24K Ring 126,Ring,1,6.71,135000.0,1498000.0,1644800.0,2
127,22K Ring 127,Ring,2,3.79,123000.0,809600.0,956000.0,15
128,22K Pendant 128,Pendant,2,3.99,60000.0,807100.0,975700.0,18
129,14K Ring 129,Ring,4,9.56,105000.0,1243600.0,1371000.0,15
130,22K Ring 130,Ring,2,8.84,139000.0,1792100.0,2077300.0,8
131,24K Necklace 131,Necklace,1,36.66,203000.0,7836700.0,8947800.0,6
132,14K Bangle 132,Bangle,4,16.92,401000.0,2340900.0,2657400.0,16
133,24K Ring 133,Ring,1,3.13,107000.0,727400.0,890200.0,10
134,22K Chain 134,Chain,2,19.37,243000.0,3886900.0,4465900.0,4
135,22K Bracelet 135,Bracelet,2,6.42,162000.0,1341200.0,1553600.0,19
136,22K Earring 136,Earring,2,2.71,49000.0,553600.0,643300.0,3
137,22K Bracelet 137,Bracelet,2,18.88,196000.0,3762000.0,4689800.0,19
138,22K Chain 138,Chain,2,22.35,135000.0,4390400.0,5241400.0,19
139,22K Chain 139,Chain,2,19.8,228000.0,3959900.0,4650400.0,15
140,22K Necklace 140,Necklace,2,20.99,339000.0,4261200.0,5098700.0,20
141,18K Chain 141,Chain,3,13.19,286000.0,2265000.0,2469900.0,7
142,24K Chain 142,Chain,1,19.52,322000.0,4311800.0,5250400.0,5
143,24K Bangle 143,Bangle,1,22.34,236000.0,4848500.0,5712700.0,7
144,18K Necklace 144,Necklace,3,18.13,328000.0,3070900.0,3793300.0,10
145,18K Earring 145,Earring,3,7.41,149000.0,1264900.0,1491400.0,20
146,22K Pendant 146,Pendant,2,2.15,74000.0,462000.0,528000.0,18
147,24K Ring 147,Ring,1,7.6,177000.0,1712300.0,1881200.0,10
148,24K Chain 148,Chain,1,15.79,269000.0,3493400.0,4144200.0,13
149,22K Earring 149,Earring,2,4.82,109000.0,998800.0,1159300.0,7
150,22K Pendant 150,Pendant,2,9.32,156000.0,1895600.0,2097000.0,5
151,24K Necklace 151,Necklace,1,28.75,158000.0,6145000.0,7561000.0,14
152,24K Necklace 152,Necklace,1,28.55,266000.0,6173200.0,7145600.0,20
153,18K Earring 153,Earring,3,4.18,81000.0,711500.0,867600.0,13
154,22K Bracelet 154,Bracelet,2,13.5,82000.0,2652200.0,3089000.0,8
155,22K Bangle 155,Bangle,2,19.09,291000.0,3864200.0,4414400.0,2
156,22K Pendant 156,Pendant,2,4.32,117000.0,907700.0,1128700.0,3
157,18K Necklace 157,Necklace,3,24.85,444000.0,4205600.0,5078700.0,9
158,22K Earring 158,Earring,2,4.66,103000.0,964100.0,1081400.0,3
159,18K Bangle 159,Bangle,3,29.55,209000.0,4793700.0,5220200.0,11
160,18K Pendant 160,Pendant,3,5.22,107000.0,892400.0,1035000.0,11
161,22K Earring 161,Earring,2,7.84,65000.0,1551500.0,1719800.0,20
162,22K Bangle 162,Bangle,2,29.2,191000.0,5745500.0,6819800.0,19
163,22K Necklace 163,Necklace,2,29.0,217000.0,5723900.0,6899300.0,1
164,22K Bracelet 164,Bracelet,2,7.54,101000.0,1517200.0,1840700.0,9
165,18K Necklace 165,Necklace,3,16.81,203000.0,2781600.0,3354700.0,20
166,14K Necklace 166,Necklace,4,31.65,364000.0,4127800.0,4717500.0,6
167,18K Bracelet 167,Bracelet,3,9.72,129000.0,1616000.0,1890200.0,2
168,14K Bracelet 168,Bracelet,4,24.35,241000.0,3150400.0,3842500.0,16
169,14K Chain 169,Chain,4,24.26,156000.0,3084100.0,3561600.0,6
170,22K Necklace 170,Necklace,2,34.94,122000.0,6805600.0,7655900.0,4
171,24K Ring 171,Ring,1,5.99,82000.0,1312200.0,1583600.0,18
172,22K Necklace 172,Necklace,2,30.58,290000.0,6075500.0,6711500.0,14
173,22K Ring 173,Ring,2,9.97,93000.0,1979800.0,2244400.0,17
174,14K Bangle 174,Bangle,4,10.63,286000.0,1492800.0,1702000.0,14
175,14K Pendant 175,Pendant,4,8.73,80000.0,1125300.0,1266400.0,4
176,18K Bracelet 176,Bracelet,3,12.82,289000.0,2208600.0,2666500.0,19
177,24K Chain 177,Chain,1,13.44,301000.0,3020300.0,3354300.0,18
178,18K Ring 178,Ring,3,10.32,42000.0,1654000.0,1813800.0,4
179,22K Bangle 179,Bangle,2,13.92,199000.0,2809100.0,3126000.0,1
180,24K Pendant 180,Pendant,1,9.45,128000.0,2069300.0,2528700.0,20
181,24K Bangle 181,Bangle,1,33.86,130000.0,7200800.0,8517100.0,13
182,18K Bangle 182,Bangle,3,25.49,381000.0,4265500.0,4740700.0,4
183,24K Bangle 183,Bangle,1,15.95,331000.0,3567300.0,3898600.0,15
184,18K Bracelet 184,Bracelet,3,18.84,260000.0,3138700.0,3800700.0,9
185,18K Necklace 185,Necklace,3,16.87,125000.0,2740400.0,3140700.0,2
186,14K Bracelet 186,Bracelet,4,10.29,199000.0,1394500.0,1622600.0,7
187,22K Pendant 187,Pendant,2,6.81,46000.0,1340900.0,1571400.0,14
188,18K Necklace 188,Necklace,3,11.4,277000.0,1977000.0,2222200.0,2
189,24K Ring 189,Ring,1,9.28,149000.0,2047200.0,2217500.0,16
190,18K Necklace 190,Necklace,3,8.03,115000.0,1340500.0,1536700.0,5
191,22K Bangle 191,Bangle,2,18.57,101000.0,3640600.0,4369800.0,16
192,22K Earring 192,Earring,2,6.91,124000.0,1410900.0,1712100.0,18
193,24K Necklace 193,Necklace,1,38.53,427000.0,8375300.0,9731700.0,19
194,14K Pendant 194,Pendant,4,4.23,132000.0,605900.0,695600.0,3
195,22K Bracelet 195,Bracelet,2,24.22,102000.0,4728900.0,5476700.0,10
196,22K Bangle 196,Bangle,2,22.97,439000.0,4707300.0,5612600.0,10
197,22K Bangle 197,Bangle,2,10.88,341000.0,2316200.0,2693100.0,15
198,24K Bangle 198,Bangle,1,8.96,109000.0,1954000.0,2441300.0,8
199,22K Earring 199,Earring,2,6.55,107000.0,1330500.0,1550000.0,15
200,24K Ring 200,Ring,1,2.56,150000.0,635500.0,691000.0,4
201,18K Necklace 201,Necklace,3,29.35,283000.0,4810300.0,5749600.0,18
202,18K Necklace 202,Necklace,3,15.46,129000.0,2520700.0,3037500.0,16
203,24K Bangle 203,Bangle,1,32.49,316000.0,7033700.0,7886600.0,5
204,24K Ring 204,Ring,1,2.5,83000.0,579400.0,703900.0,15
205,24K Pendant 205,Pendant,1,6.32,153000.0,1427700.0,1567700.0,16
206,18K Pendant 206,Pendant,3,2.99,151000.0,569400.0,656200.0,13
207,24K Bracelet 207,Bracelet,1,18.68,227000.0,4073500.0,4622100.0,7
208,24K Chain 208,Chain,1,9.34,100000.0,2028000.0,2284700.0,14
209,18K Necklace 209,Necklace,3,25.71,275000.0,4231300.0,5235700.0,2
210,24K Necklace 210,Necklace,1,35.12,345000.0,7605300.0,9219200.0,1
211,24K Earring 211,Earring,1,1.05,141000.0,312300.0,374800.0,19
212,22K Bracelet 212,Bracelet,2,21.15,289000.0,4259500.0,5101600.0,7
213,18K Necklace 213,Necklace,3,24.74,265000.0,4071900.0,5047000.0,20
214,24K Bangle 214,Bangle,1,12.86,275000.0,2881500.0,3577500.0,10
215,22K Bracelet 215,Bracelet,2,16.15,132000.0,3194900.0,3986300.0,4
216,22K Pendant 216,Pendant,2,7.85,111000.0,1583400.0,1769100.0,7
217,24K Bracelet 217,Bracelet,1,7.25,120000.0,1601700.0,1959600.0,16
218,24K Earring 218,Earring,1,5.69,35000.0,1218600.0,1449700.0,10
219,22K Necklace 219,Necklace,2,18.7,422000.0,3874300.0,4683800.0,2
220,18K Ring 220,Ring,3,11.25,65000.0,1815500.0,2203200.0,16
221,24K Pendant 221,Pendant,1,9.06,138000.0,1993800.0,2354200.0,11
222,24K Earring 222,Earring,1,5.74,69000.0,1251200.0,1517000.0,11
223,24K Necklace 223,Necklace,1,31.61,448000.0,6934600.0,7932100.0,8
224,22K Ring 224,Ring,2,6.84,165000.0,1424000.0,1573000.0,20
225,24K Earring 225,Earring,1,3.61,85000.0,814000.0,906000.0,12
226,22K Bracelet 226,Bracelet,2,7.54,267000.0,1625100.0,1771600.0,5
227,14K Ring 227,Ring,4,6.59,64000.0,851800.0,969700.0,10
228,24K Pendant 228,Pendant,1,8.15,173000.0,1825300.0,2252300.0,19
229,14K Pendant 229,Pendant,4,1.78,159000.0,322200.0,374800.0,7
230,22K Pendant 230,Pendant,2,5.16,32000.0,1014200.0,1169100.0,8
231,22K Necklace 231,Necklace,2,26.54,457000.0,5406300.0,6382700.0,5
232,14K Pendant 232,Pendant,4,4.76,37000.0,609300.0,760700.0,17
233,22K Ring 233,Ring,2,5.94,153000.0,1243000.0,1489600.0,4
234,22K Earring 234,Earring,2,1.58,120000.0,382200.0,457800.0,14
235,24K Necklace 235,Necklace,1,17.47,359000.0,3905000.0,4277600.0,16
236,22K Bangle 236,Bangle,2,26.99,400000.0,5455900.0,6585500.0,1
237,22K Earring 237,Earring,2,1.97,114000.0,453300.0,503800.0,12
238,22K Bangle 238,Bangle,2,25.1,401000.0,5092700.0,5561300.0,11
239,24K Pendant 239,Pendant,1,4.83,70000.0,1060600.0,1316000.0,18
240,18K Pendant 240,Pendant,3,8.09,42000.0,1302500.0,1601700.0,2
241,14K Pendant 241,Pendant,4,7.07,163000.0,975200.0,1071600.0,12
242,18K Earring 242,Earring,3,3.56,51000.0,594300.0,698300.0,3
243,18K Pendant 243,Pendant,3,2.84,177000.0,562700.0,630500.0,4
244,22K Bangle 244,Bangle,2,33.36,303000.0,6619100.0,8227900.0,7
245,18K Chain 245,Chain,3,10.64,193000.0,1802600.0,2028700.0,14
246,24K Bracelet 246,Bracelet,1,12.46,202000.0,2750000.0,3204400.0,4
247,18K Earring 247,Earring,3,5.75,94000.0,967400.0,1092900.0,20
248,18K Bracelet 248,Bracelet,3,23.91,298000.0,3962500.0,4913300.0,3
249,14K Necklace 249,Necklace,4,22.65,132000.0,2870500.0,3538300.0,10
250,24K Ring 250,Ring,1,4.76,138000.0,1090100.0,1269300.0,7
251,14K Pendant 251,Pendant,4,1.2,92000.0,207300.0,247900.0,5
252,22K Earring 252,Earring,2,4.11,107000.0,860800.0,972300.0,3
253,14K Ring 253,Ring,4,4.32,173000.0,643600.0,765600.0,14
254,22K Pendant 254,Pendant,2,6.81,79000.0,1362400.0,1608800.0,17
255,22K Chain 255,Chain,2,16.45,262000.0,3337100.0,4113700.0,10
256,18K Necklace 256,Necklace,3,15.26,249000.0,2567200.0,2898300.0,2
257,22K Necklace 257,Necklace,2,22.59,167000.0,4457400.0,5514300.0,18
258,24K Bracelet 258,Bracelet,1,8.51,271000.0,1964700.0,2424000.0,5
259,22K Necklace 259,Necklace,2,9.32,227000.0,1941800.0,2138900.0,9
260,24K Bracelet 260,Bracelet,1,16.25,89000.0,3473100.0,3938100.0,12
261,22K Necklace 261,Necklace,2,25.28,165000.0,4973900.0,5626800.0,1
262,14K Earring 262,Earring,4,6.38,144000.0,878000.0,1086700.0,5
263,14K Ring 263,Ring,4,7.46,111000.0,989300.0,1177300.0,10
264,14K Earring 264,Earring,4,7.79,120000.0,1035700.0,1293600.0,5
265,22K Chain 265,Chain,2,27.67,221000.0,5470400.0,6548900.0,16
266,24K Ring 266,Ring,1,7.51,83000.0,1632300.0,1874300.0,8
267,22K Earring 267,Earring,2,3.28,103000.0,698400.0,777400.0,17
268,18K Necklace 268,Necklace,3,32.55,178000.0,5246400.0,5740700.0,15
269,18K Bangle 269,Bangle,3,10.36,279000.0,1814300.0,2019400.0,11
270,18K Pendant 270,Pendant,3,9.49,166000.0,1603800.0,1830500.0,5
271,14K Bangle 271,Bangle,4,17.98,230000.0,2360100.0,2663100.0,12
272,14K Bracelet 272,Bracelet,4,22.49,104000.0,2832700.0,3409800.0,15
273,14K Bangle 273,Bangle,4,29.7,201000.0,3782100.0,4602700.0,14
274,14K Bangle 274,Bangle,4,11.77,306000.0,1646000.0,1801800.0,7
275,22K Bracelet 275,Bracelet,2,22.35,346000.0,4527500.0,4940600.0,19
276,22K Chain 276,Chain,2,5.17,284000.0,1179900.0,1329100.0,6
277,22K Pendant 277,Pendant,2,6.11,167000.0,1284800.0,1431100.0,13
278,22K Bracelet 278,Bracelet,2,5.84,303000.0,1321200.0,1614300.0,10
279,22K Earring 279,Earring,2,4.24,33000.0,837700.0,905100.0,9
280,14K Bracelet 280,Bracelet,4,21.68,208000.0,2800700.0,3336000.0,10
281,24K Earring 281,Earring,1,7.35,107000.0,1614300.0,1751200.0,9
282,14K Earring 282,Earring,4,1.47,119000.0,258100.0,304200.0,19
283,14K Earring 283,Earring,4,5.4,87000.0,720500.0,863200.0,4
284,22K Bracelet 284,Bracelet,2,16.51,308000.0,3378600.0,3742400.0,2
285,22K Necklace 285,Necklace,2,36.11,154000.0,7051700.0,7811600.0,9
286,22K Bracelet 286,Bracelet,2,23.24,176000.0,4588400.0,5181600.0,17
287,14K Bangle 287,Bangle,4,21.87,368000.0,2928000.0,3253500.0,4
288,18K Pendant 288,Pendant,3,5.89,161000.0,1033100.0,1261000.0,10
289,18K Bracelet 289,Bracelet,3,18.77,106000.0,3027500.0,3568200.0,5
290,24K Ring 290,Ring,1,4.81,149000.0,1107800.0,1274000.0,6
291,22K Ring 291,Ring,2,7.03,156000.0,1454800.0,1767800.0,18
292,18K Pendant 292,Pendant,3,9.57,157000.0,1610500.0,1934400.0,4
293,22K Earring 293,Earring,2,1.53,128000.0,377700.0,467200.0,16
294,22K Bracelet 294,Bracelet,2,12.25,301000.0,2553900.0,3144500.0,20
295,18K Pendant 295,Pendant,3,4.08,136000.0,731500.0,793600.0,4
296,24K Necklace 296,Necklace,1,30.22,375000.0,6595000.0,7467300.0,7
297,14K Necklace 297,Necklace,4,21.59,405000.0,2917700.0,3206500.0,1
298,22K Chain 298,Chain,2,15.78,143000.0,3130800.0,3398700.0,17
299,24K Pendant 299,Pendant,1,2.07,68000.0,479200.0,522900.0,1
300,24K Chain 300,Chain,1,8.09,273000.0,1877700.0,2215500.0,7
